x
1,3
2,3
3,4
4,6
5,3
6,1
7,2
8,3
9,3
10,3
11,3
12,8
13,1
14,4
15,6
16,2
17,3
18,2
19,3
20,6
21,8
22,5
23,7
24,2
25,2
26,2
27,8
28,4
29,3
30,3
31,6
32,7
33,3
34,3
35,8
36,1
37,4
38,1
39,2
40,1
41,3
42,7
43,8
44,2
45,7
46,8
47,2
48,8
49,2
50,3
51,3
52,2
53,5
54,2
55,3
56,6
57,7
58,1
59,5
60,2
61,2
62,8
63,6
64,3
65,8
66,8
67,2
68,4
69,8
70,3
71,3
72,8
73,1
74,5
75,3
76,1
77,3
78,6
79,8
80,8
81,8
82,3
83,5
84,4
85,1
86,6
87,2
88,1
89,2
90,1
91,3
92,6
93,8
94,2
95,2
96,2
97,8
98,2
99,2
100,1
101,2
102,3
103,8
104,3
105,3
106,2
107,8
108,1
109,3
110,3
111,1
112,1
113,4
114,3
115,3
116,6
117,3
118,7
119,4
120,8
121,6
122,1
123,1
124,8
125,3
126,2
127,2
128,1
129,8
130,2
131,2
132,8
133,3
134,3
135,8
136,3
137,7
138,2
139,1
140,1
141,3
142,2
143,8
144,6
145,1
146,8
147,6
148,3
149,3
150,1
151,6
152,7
153,1
154,8
155,2
156,2
157,3
158,2
159,8
160,2
161,3
162,4
163,1
164,2
165,8
166,8
167,2
168,4
169,5
170,3
171,8
172,6
173,8
174,3
175,8
176,4
177,3
178,8
179,1
180,6
181,4
182,2
183,3
184,8
185,5
186,3
187,5
188,8
189,4
190,2
191,7
192,1
193,1
194,4
195,1
196,1
197,2
198,2
199,6
200,2
201,1
202,6
203,4
204,8
205,4
206,1
207,8
208,2
209,8
210,3
211,2
212,8
213,2
214,7
215,8
216,8
217,7
218,2
219,8
220,2
221,2
222,8
223,7
224,7
225,1
226,4
227,2
228,3
229,3
230,6
231,2
232,8
233,4
234,8
235,5
236,3
237,3
238,4
239,6
240,7
241,4
242,5
243,3
244,3
245,1
246,2
247,4
248,8
249,3
250,4
251,2
252,3
253,7
254,6
255,8
256,6
257,3
258,3
259,7
260,8
261,3
262,3
263,2
264,2
265,1
266,3
267,3
268,3
269,3
270,6
271,8
272,1
273,3
274,5
275,3
276,1
277,3
278,3
279,3
280,3
281,3
282,8
283,1
284,3
285,3
286,7
287,2
288,3
289,8
290,4
291,8
292,8
293,3
294,6
295,8
296,8
297,6
298,3
299,6
300,3
301,6
302,5
303,8
304,8
305,3
306,2
307,1
308,6
309,7
310,4
311,7
312,3
313,4
314,8
315,1
316,8
317,3
318,3
319,2
320,4
321,4
322,6
323,2
324,1
325,7
326,3
327,5
328,4
329,2
330,5
331,8
332,1
333,2
334,8
335,6
336,1
337,3
338,2
339,7
340,4
341,8
342,6
343,1
344,6
345,1
346,3
347,2
348,3
349,3
350,2
351,3
352,3
353,3
354,3
355,1
356,8
357,3
358,8
359,4
360,2
361,1
362,3
363,3
364,4
365,6
366,3
367,1
368,2
369,3
370,3
371,3
372,3
373,8
374,4
375,4
376,1
377,4
378,6
379,2
380,3
381,2
382,3
383,6
384,8
385,5
386,7
387,2
388,8
389,4
390,3
391,7
392,3
393,3
394,8
395,1
396,4
397,3
398,1
399,2
400,8
401,1
402,3
403,7
404,8
405,2
406,8
407,2
408,8
409,2
410,3
411,3
412,5
413,2
414,3
415,6
416,7
417,1
418,5
419,2
420,8
421,6
422,3
423,8
424,3
425,8
426,3
427,2
428,4
429,3
430,3
431,8
432,1
433,5
434,3
435,1
436,3
437,8
438,8
439,8
440,3
441,1
442,5
443,4
444,1
445,6
446,2
447,1
448,2
449,1
450,6
451,8
452,2
453,2
454,8
455,2
456,2
457,8
458,1
459,2
460,3
461,3
462,3
463,2
464,8
465,1
466,3
467,3
468,1
469,1
470,4
471,3
472,3
473,6
474,3
475,8
476,7
477,4
478,8
479,1
480,1
481,8
482,3
483,2
484,2
485,1
486,2
487,2
488,8
489,3
490,3
491,8
492,3
493,7
494,2
495,1
496,3
497,2
498,7
499,8
500,6
501,1
502,8
503,6
504,3
505,3
506,3
507,6
508,1
509,7
510,1
511,8
512,1
513,2
514,2
515,3
516,2
517,8
518,7
519,3
520,4
521,1
522,8
523,3
524,8
525,2
526,4
527,5
528,3
529,8
530,6
531,8
532,3
533,8
534,4
535,3
536,8
537,1
538,6
539,4
540,2
541,3
542,8
543,5
544,3
545,1
546,8
547,5
548,8
549,4
550,2
551,7
552,1
553,4
554,1
555,1
556,2
557,2
558,6
559,2
560,1
561,6
562,4
563,8
564,2
565,3
566,2
567,8
568,2
569,7
570,8
571,8
572,4
573,7
574,2
575,8
576,2
577,2
578,6
579,8
580,7
581,7
582,1
583,7
584,4
585,2
586,3
587,8
588,2
589,8
590,8
591,5
592,3
593,6
594,3
595,4
596,7
597,4
598,5
599,3
600,3
601,3
602,1
603,2
604,8
605,3
606,4
607,2
608,4
609,3
610,7
611,6
612,2
613,8
614,6
615,3
616,3
