x
1,432
2,154
3,632
4,578
5,629
6,452
7,287
8,14
9,109
10,15
11,270
12,657
13,192
14,44
15,489
16,554
17,308
18,323
19,321
20,49
21,343
22,295
23,252
24,543
25,168
26,72
27,646
28,164
29,175
30,535
31,307
32,658
33,626
34,785
35,261
36,566
37,244
38,437
39,41
40,760
41,325
42,236
43,374
44,278
45,469
46,431
47,204
48,303
49,11
50,677
51,786
52,205
53,282
54,454
55,596
56,668
57,503
58,243
59,248
60,91
61,359
62,729
63,74
64,772
65,181
66,367
67,661
68,300
69,583
70,375
71,461
72,516
73,627
74,480
75,370
76,798
77,415
78,506
79,128
80,615
